OWNER,VESSEL,Charterer,Size,Grade,Load,Disch.,Date,$,Rate,Comment,Status,Month,YEAR,LR1/LR2,Load Region,Disc Region,Decade
PRIME,GOLDEN SHINER,VITOL,"60,000",JET,vadinar,tanjung pelepas,25-May-2017,$,"1,050,000.0","BSS UKC, 60 @ WS 110 BSS SING",FXD ,5,2017,#REF!,WCI,SEA,3
SCORPIO,KHAWR ALADID,CNR,"80,000",CPP,yanbu,mailiao,25-May-2017,RNR,RNR,,FXD,5,2017,#REF!,RSEA,TAIWAN,3
NAVIG8,NAVE RIGEL,BP,"60,000",GO,pulau bukom,vizag,25-May-2017,$,"275,000.0",BSS ECI,FXD,5,2017,#REF!,SEA,ECI,3
NAVIG8,NAVIG8 PROVIDENCE,E3,"60,000",JET,AG,UKC-OPTIONS,25-May-2017,$,"1,150,000.0",BSS UKC,FXD,5,2017,#REF!,AG,UKC,3
HEIDMAR,QI LIN ZUO,CNR,"55,000",CPP,TAIWAN,OPTS,25-May-2017,RNR,RNR,REV DETS - NEEDS TRACKING,FXD,5,2017,#REF!,TAIWAN,TBN,3
DYNACOM,SCIROCCO,VITOL,"60,000",GO,fujairah,qasim,25-May-2017,WS,RNR,,FXD,5,2017,#REF!,AG,WCI,3
TORM,TORM SIGNE,VITOL,"60,000",CPP,IRAN,FUJ-KARACHIOPTS,25-May-2017,RNR,RNR,,FXD,5,2017,#REF!,AG,AG,3
MAERSK,LR2 POLARIS,ASAHI,"75,000",NAP,ruwais,tokuyama,25-May-2017,WS,106.0,BSS JAPAN,FXD,5,2017,#REF!,AG,NASIA,3
NAVIG8,NAVIG8 EXCEL,ATC,"55,000",NAP,ras tanura,singapore,25-May-2017,WS,110.0,BSS JAPAN,FXD ,5,2017,#REF!,AG,SEA,3
AMPTC,SEA STAR,VITOL,"75,000",NAP,ruwais,kaohsiung,25-May-2017,WS,85.0,BSS JAPAN,FXD,5,2017,#REF!,AG,TAIWAN,3
BP,AMFITRITI,BP,"75,000",COND,DAMPIER,SING-UKC,26-May-2017,OP,OP,,FXD,5,2017,#REF!,OZ,TBN,3
CHINA SHIPPING ,HUA LIN WAN,CNR,"90,000",CPP,yosu,singapore,26-May-2017,RNR,RNR,,FXD,5,2017,#REF!,NASIA,SEA,3
ADNATCO,LIWA-V,ADNATCO,"80,000",COND,ras laffan,ruwais,26-May-2017,OP,OP,,FXD,5,2017,#REF!,AG,AG,3
ST SHIPPING,NAVE ANDROMEDA,VITOL,"60,000",JET,ruwais,le havre,26-May-2017,$,"1,050,000.0",BSS UKC,FXD ,5,2017,#REF!,AG,UKC,3
NAVIG8,NAVE ARIADNE,ATC,"60,000",UMS,dalian ,pengerang,26-May-2017,$,"345,000.0","BSS SING, 545K BSS AG",FXD ,5,2017,#REF!,NCHINA,SEA,3
TRAFIGURA,THEODOSIA,CNR,"60,000",CPP,MIZUSHIMA,SINGAPORE,26-May-2017,RNR,RNR,,FXD,5,2017,#REF!,NASIA,SEA,3
ROXANA,ALIGOTE,ATC,"40,000",CPP,jubail,jebel ali,27-May-2017,$,"160,000.0",BSS JEBEL ALI,FXD,5,2017,#REF!,AG,AG,3
GEM,GULF COBALT,AMPOL,"60,000",JET,sikka,botany bay,27-May-2017,WS,117.5,BSS OZZY,FXD,5,2017,#REF!,WCI,OZ,3
STRAITS,HAFNIA EUROPE,CNR,"60,000",CPP,yanbu,jebel ali,27-May-2017,RNR,RNR,,FXD,5,2017,#REF!,RSEA,AG,3
NAVIG8,NAVIG8 HONOR,TRAFIGURA,"60,000",UMS,SIKKA,SINGAPORE,27-May-2017,WS,110.0,BSS SING,FXD,5,2017,#REF!,WCI,SEA,3
ADNATCO,ABU DHABI III,OTI,"35,000",NAP,fujairah,sohar,27-May-2017,$,"135,000.0",BSS SOHAR,FXD,5,2017,#REF!,AG,AG,3
NAVIG8 ,NAVE ATROPOS,MARUBENI,"55,000",NAP,das island,yokkaichi,27-May-2017,WS,PLATTS,BSS JAPAN - OLD FIXTURE,FXD,5,2017,#REF!,AG,NASIA,3
KPC,BNEIDER,SHELL,"90,000",CPP,AG,KARACHI,28-May-2017,RNR,RNR,FLD FOTINI LADY $225,FXD,5,2017,#REF!,AG,WCI,3
SHELL,PACIFIC SARAH,SHELL,"60,000",UMS,qinzhou+yangpu,singapore,28-May-2017,OP,OP,,FXD,5,2017,#REF!,SCHINA,SEA,3
STRAITS,UACC EAGLE,SHELL,"60,000",JET,NEW MANG,SINGAPORE,28-May-2017,WS,110.0,BSS SING,FXD,5,2017,#REF!,WCI,SEA,3
BW,BW HUDSON,CNR,"60,000",CPP,sikka,singapore,28-May-2017,RNR,RNR,,FXD,5,2017,#REF!,WCI,SEA,3
PRIME,FLAGSHIP TULIP,RELIANCE,"60,000",ALKY,sikka,new york,28-May-2017,RNR,RNR,,FXD,5,2017,#REF!,WCI,USAC,3
ST SHIPPING,FPMC P HERO,ST SHIPPING,"80,000",ULSD,YANBU,UKC-OPTS,28-May-2017,OP,OP,,FXD,5,2017,#REF!,RSEA,UKC,3
KOCH,GEM NO. 3,BP,"60,000",UMS,kaohsiung + hong kong,fujairah,28-May-2017,$,"125,000.0",BSS SING - P+C OURS,FXD,5,2017,#REF!,TAIWAN+SCHINA,AG,3
JACOB,GEORG JACOB,CNR,"55,000",CPP,bahrain,yosu,28-May-2017,RNR,RNR,,FXD,5,2017,#REF!,AG,NASIA,3
RIMA,GLORIOUS,CNR,"60,000",CPP,karachi,fujairah,28-May-2017,RNR,RNR,,FXD,5,2017,#REF!,WCI,AG,3
SHELL,SALAMINA,PETROCHINA,"60,000",CPP,DALIAN,SING-OPTIONS,28-May-2017,RNR,RNR,,FXD,5,2017,#REF!,NCHINA,SEA,3
SKS,SKS DOKKA,BP,"80,000",COND,DAMPIER,SINGAPORE,28-May-2017,WS,105.0,BSS SING,FXD,5,2017,#REF!,OZ,SEA,3
ADNATCO,BANI YAS,CNR,"55,000",NAP,ruwais,vizag+haldia,28-May-2017,RNR,RNR,,FXD,5,2017,#REF!,AG,ECI,3
JACOB,GEORG JACOB,CNR,"55,000",NAP,sitra,yosu,28-May-2017,RNR,RNR,,FXD,5,2017,#REF!,AG,NASIA,3
SCORPIO,STI VENETO O/O,MENA,"80,000",JET,AG,UKC-OPTIONS,29-May-2017,$,"1,375,000.0",BSS UKC,FXD,5,2017,#REF!,AG,UKC,3
NAVIG8,WISDOM VENTURE,CNR,"75,000",CPP,SKOREA,TAIWAN,29-May-2017,RNR,RNR,NEWBUILD,FXD,5,2017,#REF!,NASIA,TAIWAN,3
SHELL,RIVER ETERNITY,SHELL,"75,000",NAP,ruwais,map ta phut,29-May-2017,OP,OP,,FXD,5,2017,#REF!,AG,SEA,3
CARGILL,KING DARWIN,TOTAL,"55,000",NAP,rabigh,daesan + kashima,29-May-2017,WS,120.0,BSS JAPAN,FXD,5,2017,#REF!,RSEA,NASIA,3
ADHART,RED EAGLE,TRAFIGURA,"55,000",NAP,sikka,mailiao,29-May-2017,WS,97.5,BSS JAPAN,FXD,5,2017,#REF!,WCI,TAIWAN,3
STRAITS,MARI UGLAND,SHELL,"40,000",JET,jubail,jebel ali,30-May-2017,$,"185,000.0",,FXD,5,2017,#REF!,AG,AG,3
SHELL,NORSTAR INTEGRITY,SHELL,"60,000",UMS,sikka,sohar+karachi,30-May-2017,OP,OP,,FXD ,5,2017,#REF!,WCI,EAFR,3
CARGILL,KING DOUGLAS,CNR,"60,000",CPP,sikka,botany bay,30-May-2017,RNR,RNR,,FXD,5,2017,#REF!,WCI,OZ,3
STRAITS,KONG QUE ZUO,CNR,"60,000",CPP,nansha,singapore,30-May-2017,RNR,RNR,,FXD,5,2017,#REF!,SCHINA,SEA,3
DYNACOM,LEADER,CNR,"60,000",CPP,ruwais,vizag,30-May-2017,RNR,RNR,,FXD,5,2017,#REF!,AG,ECI,3
OTC,OCEAN TIARA,TOTAL,"80,000",ULSD,SIKKA,EAFR,30-May-2017,WS,92.5,,FXD,5,2017,#REF!,WCI,EAFR,3
THENAMARIS,SEARUBY,VITOL,"80,000",GO,DAESAN,WAFR,30-May-2017,$,"1,100,000.0",NEWBUILD,FXD,5,2017,#REF!,NASIA,WAFR,3
TORM,TIAN E ZUO,VITOL,"60,000",ULSD,SIKKA,UKC-OPTIONS,30-May-2017,OP,OP,,FXD,5,2017,#REF!,WCI,UKC,3
TORM,TIAN E ZUO,VITOL,"60,000",ULSD,SIKKA,UKC-OPTIONS,30-May-2017,OP,OP,,FXD,5,2017,#REF!,WCI,UKC,3
TORM,TORM VENTURE,ENOC,"60,000",CPP,IRAN,SINGAPORE,30-May-2017,RNR,RNR,,FXD,5,2017,#REF!,AG,SEA,3
SHELL,ETERNAL DILIGENCE ,SHELL,"55,000",NAP,jubail,singapore,30-May-2017,OP,OP,,FXD,5,2017,#REF!,AG,SEA,3
NYK,CHAMPION PROSPERITY,MARUBENI,"75,000",NAP,ras laffan,mailiao,30-May-2017,RNR,RNR,,FXD,5,2017,#REF!,AG,TAIWAN,3
ADNATCO,DIYYINAH-I,BP,"40,000",JET,sitra,fujairah,31-May-2017,$,"160,000.0", PVT HOWE ROB - P+C WAS NOT QUOTED ,FXD ,5,2017,#REF!,AG,AG,3
ST SHIPPING,FPMC HERO,CNR,"80,000",CPP,yanbu,rotterdam,31-May-2017,RNR,RNR,,FXD,5,2017,#REF!,RSEA,UKC,3
PRIME,BOWFIN,ATC,"60,000",CPP,ag,options,1-Jun-2017,TC,"13,500.0",PER DAY FOR 1 YEAR,FXD,6,2017,#REF!,AG,TBN,1
BW,BW THAMES,CLEARLAKE,"60,000",CPP,fujairah,karachi,1-Jun-2017,$,"210,000.0",BSS KARACHI,FXD,6,2017,#REF!,AG,WCI,1
SOVCOMFLOT,NS AFRICA,AMPOL,"75,000",CPP,SKOREA,OZZY,1-Jun-2017,WS,87.5,BSS OZZY,FXD ,6,2017,#REF!,NASIA,OZ,1
LYKIARDOPULO,SUVRETTA,YNCC,"75,000",NAP,mina abdulla+mina al ahmadi,yosu,1-Jun-2017,WS,106.0,BSS JAPAN,FXD,6,2017,#REF!,AG,NASIA,1
TORM,TORM MAREN,SOCAR,"75,000",NAP,ras laffan,yosu,1-Jun-2017,WS,90.0,BSS JAPAN,FXD,6,2017,#REF!,AG,NASIA,1
TORM,TORM MARGRETHE ,SOCAR,"75,000",NAP,ruwais,mailiao,1-Jun-2017,WS,90.0,BSS JAPAN,FXD,6,2017,#REF!,AG,TAIWAN,1
ADNATCO,YAMILAH-III,ENOC,"60,000",JET,RUWAIS,JEBEL ALI,1-Jun-2017,$,"165,000.0",,FXD ,6,2017,#REF!,AG,AG,1
BW,BW SHINANO,SHELL,"65,000",JET,sikka,new york,2-Jun-2017,$,"1,350,000.0",BSS USAC,FXD,6,2017,#REF!,WCI,USAC,1
TOTAL,ARETEA,TOTAL,"80,000",ULSD,jubail,la pallice,2-Jun-2017,OP,OP,,FXD,6,2017,#REF!,AG,MED,1
SCORPIO,STI PRECISION,ATC ?,"55,000",NAP,rabigh,kawasaki+oita+nagoya,2-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,RSEA,NASIA,1
SHELL,SUNRAY,SHELL,"40,000",GTL,ras laffan,mesaieed,3-Jun-2017,OP,OP,,FXD,6,2017,#REF!,AG,WCI,1
ST SHIPPING,ALPINE AQUALINA,ST SHIPPING,"80,000",GO,yanbu,rotterdam,3-Jun-2017,OP,OP,,FXD,6,2017,#REF!,RSEA,UKC,1
ST SHIPPING,FRONT CHEETAH,WINSON,"80,000",GO,TAIWAN,OPTIONS,3-Jun-2017,RNR,RNR,NEEDS TRACKING,FXD,6,2017,#REF!,TAWAIN,TBN,1
COSCO,HAI TUN ZUO,CNR,"55,000",CPP,rabigh,yosu + daesan ,3-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,RSEA,NASIA,1
MAERSK,MAERSK PETREL,CLEARLAKE,"60,000",UMS,singapore,fujairah,3-Jun-2017,$,"250,000.0",BSS AG,FXD,6,2017,#REF!,SEA,AG,1
DYNACOM,MARGARITA,CNR,"60,000",CPP,fujairah,karachi,3-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,AG,WCI,1
NYK,CHAMPION PRINCESS,DAELIM,"75,000",NAP,ruwais,yosu,3-Jun-2017,WS,PLATTS,,FXD,6,2017,#REF!,AG,NASIA,1
COSCO,HAI TUN ZUO,CNR,"55,000",NAP,rabigh,yosu+daesan,3-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,RSEA,SEA,1
ROXANA,ALIGOTE,CNR,"40,000",CPP,jubail ,messaieed ,4-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,AG,AG,1
ATC,ELKA APOLLON,ATC,"80,000",ULSD,yanbu,ain sukhna,4-Jun-2017,OP,OP,,FXD,6,2017,#REF!,RSEA,RSEA,1
ADNATCO,LIWA-V,ADNATCO,"80,000",COND,ras laffan,ruwais,4-Jun-2017,OP,OP,,FXD,6,2017,#REF!,AG,AG,1
MAERSK ,MAERSK PROGRESS ,BP,"40,000",JET,mina abdulla,jebel ali,4-Jun-2017,$,"180,000.0",BSS UAE,FXD ,6,2017,#REF!,AG,AG,1
STRAITS,NORD LARKSPUR,VITOL,"60,000",UMS,SIKKA,FUJAIRAH,4-Jun-2017,$,"200,000.0",BSS FUJ,FXD,6,2017,#REF!,WCI,AG,1
PRODUCT,OKYROE,MCC,"55,000",NAP,ruwais,muroran+kudamatsu,4-Jun-2017,WS,97.5,BSS JAPAN,FXD,6,2017,#REF!,AG,NASIA,1
SKS,SKS DELTA,TRAFIGURA,"75,000",NAP,ras laffan,mailiao+chiba,4-Jun-2017,WS,85.0,BSS JAPAN,FXD,6,2017,#REF!,AG,SEA,1
DYNACOM,CONSTANTINOS,CNR,"60,000",CPP,daesan,singapore,5-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,NASIA,SEA,1
NAVIG8 ,GINNY,TRAFIGURA,"60,000",UMS,kaohsiung,tanjung langsat,5-Jun-2017,$,"260,000.0",BSS SING,FXD,6,2017,#REF!,TAWAIN,SEA,1
ENOC,GULF HORIZON,ENOC,"40,000",JET,ruwais,jebel ali,5-Jun-2017,OP,OP,,FXD,6,2017,#REF!,AG,AG,1
UPT,CAPE TAFT,ATC,"55,000",NAP,ras tanura,kaohsiung,5-Jun-2017,WS,105.0,BSS JAPAN ,FXD,6,2017,#REF!,AG,TAIWAN,1
NAVIG8 ,NAVIG8 EXPRESS,TRAFIGURA,"55,000",NAP,sikka,batangas,5-Jun-2017,WS,102.5,BSS JAPAN,FXD,6,2017,#REF!,WCI,SEA,1
ADNATCO,YAMILAH-III,ATC,"55,000",NAP,ras tanura,ulsan,5-Jun-2017,WS,110.0,BSS JAPAN,FXD,6,2017,#REF!,AG,NASIA,1
DYNACOM,ATHINA,CNR,"60,000",GO?,fujairah,karachi,6-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,AG,WCI,1
HEIDMAR,DUBAI BRILLIANCE ,WINSON,"80,000",GO,yosu,taichung,6-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,NASIA,TAIWAN,1
VALERO,ENERGY CENTAUR,VALERO,"60,000",JET,ulsan,los angeles,6-Jun-2017,OP,OP,,FXD,6,2017,#REF!,NASIA,USWC,1
HEIDMAR,ESTIA,TOTAL,"60,000",UMS,jubail,jebel ali,6-Jun-2017,$,"167,500.0",BSS JEBEL,FXD,6,2017,#REF!,AG,AG,1
ELETSON,MEGALONISSOS,VITOL,"80,000",ULSD+JET,sikka,sydney,6-Jun-2017,WS,95.0,BSS OZZY,FXD,6,2017,#REF!,WCI,OZ,1
ADNATCO,MEZAIRA'A,CNR,"40,000",JET,sitra,jebel ali,6-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,AG,AG,1
SHELL,PACIFIC NAFSIKA,CNR,"40,000",CPP,ras laffan,sohar,6-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,AG,AG,1
SK ENERGY,PRO TRIUMPH,SK ENERGY,"60,000",ULSD,DAESAN,SINGAPORE,6-Jun-2017,OP,OP,,FXD,6,2017,#REF!,NASIA,SEA,1
TORM,TORM ISMINI,SAHARA,"65,000",GO,SIKKA,EAFR,6-Jun-2017,WS,92.5,BSS EAFR,FXD ,6,2017,#REF!,WCI,EAFR,1
MAERSK,MAERSK PHOENIX,MARUBENI,"75,000",NAP,ruwais,senboku + sakai,6-Jun-2017,WS,85.0,BSS JAPAN,FXD ,6,2017,#REF!,AG,NASIA,1
ITOCHU,MORNING IBIS,TITAN,"55,000",NAP,ruwais,pasir gudang,6-Jun-2017,WS,109.0,BSS PASIR GUDANG,FXD,6,2017,#REF!,AG,SEA,1
DYNACOM,SERENGETI,ATC,"55,000",NAP,jubail,yosu,7-Jun-2017,WS,110.0,BSS JAPAN - P+C OURS,FXD,6,2017,#REF!,AG,NASIA,1
NAVIG8,SPRUCE 2,ATC,"55,000",NAP,ras tanura ,map ta phut,7-Jun-2017,WS,110.0,BSS JAPAN - P+C OURS,FXD,6,2017,#REF!,AG,SEA,1
TORM ,TORM SIGNE,VITOL,"55,000",NAP,ruwais,anyer+pasir gudang,7-Jun-2017,WS,97.5,BSS JAPAN,FXD ,6,2017,#REF!,AG,SEA,1
SHELL,SUNRAY,SHELL,"40,000",GTL,ras laffan,mesaieed,8-Jun-2017,OP,OP,,FXD,6,2017,#REF!,AG,WCI,1
PRIME,FLAGSHIP SAGE,PDC,"60,000",ULSD+JET,shimotsu,singapore,8-Jun-2017,$,"340,000.0",BSS SING,FXD,6,2017,#REF!,NASIA,SEA,1
STRAITS,MAGIC VICTORIA,SAHARA,"60,000",UMS,vadinar,jebel ali,8-Jun-2017,RNR,RNR,VESSEL IS EX D/D,FXD ,6,2017,#REF!,WCI,AG,1
NAVIG8,NAVIG8 GAUNTLET,ST SHIPPING,"90,000",CPP,YANBU,OPTIONS,8-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,RSEA,TBN,1
AMPTC,STAR ENERGY,VITOL,"90,000",JET,YOSU,SING-UKC-OPTS,8-Jun-2017,$,"1,600,000.0",BSS UKC,FXD,6,2017,#REF!,NASIA,TBN,1
OTC,TAI HU,MARUBENI,"55,000",UMS,sikka,JAPAN-OPTIONS,8-Jun-2017,WS,PLATTS,,FXD,6,2017,#REF!,WCI,NASIA,1
FRONTLINE,FRONT ALTAIR,SHELL,"75,000",NAP,ras laffan + mina abdulla,anyer,8-Jun-2017,WS,85.0,BSS JAPAN,FXD ,6,2017,#REF!,AG,SEA,1
NAVIG8,LADY HENRIETTA,SOCAR,"75,000",NAP,ras laffan,daesan,8-Jun-2017,WS,85.0,BSS JAPAN,FXD ,6,2017,#REF!,AG,NASIA,1
NYK,CHAMPION PLEASURE,CNR,"75,000",CPP,dampier ,tuban,9-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,OZ,SEA,1
TRAFI,SERIANA,RELIANCE,"80,000",ULSD,SIKKA,UKC,9-Jun-2017,$,"1,295,000.0",,FXD,6,2017,#REF!,WCI,UKC,1
NAVIG8,TENACITY VENTURE,TRAFIGURA,"80,000",GO,SKOREA,SING-WAFR,9-Jun-2017,$,"275,000.0","BSS SING, $1.1 BSS WAFR",FXD,6,2017,#REF!,NASIA,TBN,1
OTC,HONG ZE HU,HANWAH,"55,000",NAP,yanbu,jebel ali,9-Jun-2017,WS,105.0,BSS JAPAN,FXD,6,2017,#REF!,RSEA,AG,1
ADNATCO,DIYYINAH-I,BP?,"40,000",JET,mina abdullah,jebel ,10-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,AG,AG,1
PRIME,FLAGSHIP IVY,VITOL,"60,000",GO,vadinar,tanjung pelepas,10-Jun-2017,$,"215,000.0",$465 RSEA WS100 SPORE - PVT HOWE ROB,FXD ,6,2017,#REF!,WCI,SEA,1
ARGYLL ,FOTINI LADY,KPC,"60,000",GO,mina al ahmadi,djibouti,10-Jun-2017,$,"380,000.0",PVT HOWE ROB ,FXD ,6,2017,#REF!,AG,RSEA,1
ENOC,GULF HORIZON,ENOC,"60,000",CPP,jebel ali,mombasa,10-Jun-2017,OP,OP,,FXD,6,2017,#REF!,AG,EAFR,1
STRAITS,MARI UGLAND,ATC,"60,000",JET,jubail,jebel ali,10-Jun-2017,$,"185,000.0",BSS JEBEL ALI,FXD,6,2017,#REF!,AG,AG,1
NAVIG8,NAVIG8 PRECISION ,CNR,"65,000",JET?,singapore,ukc-opts,10-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,SEA,UKC,1
STENA,SONANGOL MAIOMBE,UNIPEC,"140,000",ULSD,SKOREA,UKC-OPTIONS,10-Jun-2017,$,"1,600,000.0",BSS UKC,FXD,6,2017,#REF!,NASIA,UKC,1
ZODIAC,PORTMAN SQUARE,SHELL,"75,000",NAP,mina al ahmadi+jubail,map ta phut,10-Jun-2017,WS,87.5,BSS JAPAN - PART SUBS LIFTED REST 7/JUNE AM,FXD,6,2017,#REF!,AG,SEA,1
CHINA CHIPPING,BAI LU ZUO,CLEARLAKE,"55,000",NAP,kochi,mailiao,10-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,WCI,TAIWAN,1
ZODIAC,KINGS ROAD,PDC,"55,000",NAP,rabigh,oita + ulsan,10-Jun-2017,WS,110.0,BSS ,FXD,6,2017,#REF!,RSEA,NASIA,1
OTC,OCEAN QUEST,MARUBENI,"75,000",NAP,ras laffan+mesaieed,muroran+oita+chiba,10-Jun-2017,WS,PLATTS,,FXD,6,2017,#REF!,AG,NASIA,1
DYNACOM,SOVEREIGN ,ST SHIPPING,"55,000",NAP,asaluyeh terminal,kaohsiung,10-Jun-2017,WS,115.0,BSS JAPAN,FXD,6,2017,#REF!,AG,TAIWAN,1
OTC,TAI HU,IDEMITSU ?,"55,000",NAP,sitra,sakai+senboku+yokkaichi,10-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,AG,NASIA,1
UPT,CAPE TEES,HANWAH TOTAL,"55,000",COND,ras laffan,daesan,11-Jun-2017,WS,105.0,P+C HOWE ROB,FXD,6,2017,#REF!,AG,NASIA,2
FRONTLINE,FRONT CASCADE,VITOL,"130,000",GO,ulsan,singapore + tanjung pelepas,11-Jun-2017,RNR,RNR,NEWBUILD,FXD,6,2017,#REF!,NASIA,SEA,2
SCORPIO,STI SAVILE ROW,SHELL,"75,000",NAP,ruwais,singapore,11-Jun-2017,WS,85.0,BSS JAPAN,FXD,6,2017,#REF!,AG,SEA,2
SCORPIO,STI SELATAR,SHELL,"75,000",NAP,ruwais,huizhou,11-Jun-2017,WS,85.0,BSS JAPAN,FXD,6,2017,#REF!,AG,SCHINA,2
UPT,CAPE TEES,CNR,"55,000",NAP,ras laffan,daesan,11-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,AG,NASIA,2
NAVIG8,NAVIG8 GRATITUDE,HHTOTAL,"75,000",NAP,ruwais,yosu,11-Jun-2017,WS,80.0,BSS JAPAN,FXD ,6,2017,#REF!,AG,NASIA,2
DYNACOM,MAISTROS,SHELL,"60,000",CPP,mina abdulla,tripoli,12-Jun-2017,$,"825,000.0",PVT HOWE ROB,FXD ,6,2017,#REF!,AG,RSEA,2
MENA,BW SEINE ,CLEARLAKE,"55,000",CPP,fujairah,karachi,12-Jun-2017,RNR,RNR,NEEDS TRACKING ,FXD,6,2017,#REF!,AG,WCI,2
BW,BW YANGTZE,ATC,"60,000",GO/ULSD,yanbu,ras tanura,12-Jun-2017,$,"475,000.0",BSS FUJ,FXD ,6,2017,#REF!,RSEA,AG,2
TRAFIGURA,FREIGHT MARGIE,TRAFIGURA,"65,000",JET,sikka,richards bay,12-Jun-2017,OP,OP,POSS GOING VIA CAPE - NEEDS TRACKING,FXD ,6,2017,#REF!,WCI,SAFR,2
FRONTLINE,FRONT ANTARES,TOTAL,"90,000",CPP,jubail,fos,12-Jun-2017,$,"1,325,000.0",BSS UKC,FXD,6,2017,#REF!,AG,MED,2
NAVIG8 ,HERMIONE,VITOL,"60,000",CPP,bahrain,fujairah,12-Jun-2017,$,"185,000.0",BSS FUJ,FXD,6,2017,#REF!,AG,AG,2
CARGILL,JING YU ZUO,CLEARLAKE,"60,000",CPP,sikka,fujairah,12-Jun-2017,WS,110.0,BSS SING,FXD,6,2017,#REF!,WCI,AG,2
STRAITS,N.MARS,ATC,"60,000",UMS,yanbu,suez bay sts,12-Jun-2017,$,"485,000.0",BSS FUJ,FXD,6,2017,#REF!,RSEA,MED,2
OTC,PO YANG HU,ENOC,"55,000",CPP,SIKKA,jebel ali,12-Jun-2017,RNR,RNR,NOT TO BE REPORTED!! ,FXD,6,2017,#REF!,WCI,AG,2
GEM,GULF COAST,TRAFIGURA,"55,000",NAP,sikka,mailiao + batangas,12-Jun-2017,WS,105.0,BSS JAPAN,FXD,6,2017,#REF!,WCI,TAIWAN+SEA,2
STRAITS ,RAYSUT,CHEVRON ,"75,000",NAP,ras laffan,yosu,12-Jun-2017,WS,87.5,BSS JAPAN,FXD,6,2017,#REF!,AG,NASIA,2
SCORPIO,STI RAMBLA,OCEAN ENERGY,"75,000",NAP,ruwais,kaohsiung,12-Jun-2017,WS,90.0,CPTN. SPRIO P+I BANNED IN TWN. FLD WS87.5,FXD,6,2017,#REF!,AG,TAIWAN,2
MAERSK,MAERSK PELICAN,SHELL,"90,000",COND,kimanis,daesan,13-Jun-2017,TCT,RNR,"30-90 DAYS $11,500 DLY SKOREA - RDLY YANBU/SPORE",FXD,6,2017,#REF!,SEA,NASIA,2
SHELL,NAN LIN WAN,SHELL,"80,000",CPP,jubail,coryton,13-Jun-2017,OP,OP,,FXD,6,2017,#REF!,AG,UKC,2
FALCON,FORMOSA FALCON,OTI,"60,000",UMS,sikka,sohar,13-Jun-2017,$,"235,000.0",BSS SOHAR,FXD,6,2017,#REF!,WCI,AG,2
SOVCOMFLOT,ZALIV AMURSKIY O/O,VITOL,"90,000",JET,YANGPU,SING-UKC-OPTS,13-Jun-2017,RNR,RNR,STILL THERE,FXD,6,2017,#REF!,SCHINA,TBN,2
SCORPIO,STI JERMYN,PDC,"75,000",NAP,sitra,yosu,13-Jun-2017,WS,85.0,BSS JAPAN,FXD ,6,2017,#REF!,AG,NASIA,2
ROXANA,ALIGOTE,RELIANCE,"60,000",ALKY,sikka,new york,14-Jun-2017,$,"1,350,000.0",BSS USAC,FXD,6,2017,#REF!,WCI,USAC,2
ST SHIPPING,ALPINE AMALIA,ST SHIPPING,"80,000",ULSD,yanbu,antwerp,14-Jun-2017,OP,OP,,FXD,6,2017,#REF!,RSEA,UKC,2
PRIME,FLAGSHIP LOTUS ,CNR,"60,000",GO,ruwais,nundra,14-Jun-2017,RNR,RNR,,FXD,6,2017,#REF!,AG,MED,2
FRONTLINE,FRONT SIRIUS O/O,TOTAL,"90,000",JET,ruwais,fiumicino,14-Jun-2017,$,"1,365,000.0",BSS UKC,FXD,6,2017,#REF!,AG,MED,2
BP,GULF VISION,BP,"80,000",ULSD,sikka,singapore,14-Jun-2017,OP,OP,,FXD,6,2017,#REF!,WCI,SEA,2
ST SHIPPING,LYRIC CAMELLIA,TRAFIGURA,"75,000",COND,bayu udan,tanjung pelepas,14-Jun-2017,WS,90.0,"BSS SING, WS 82.5 BSS NORTH - P+C OURS",FXD,6,2017,#REF!,OZ,SEA,2
ST,SCF PLYMOUTH,ST SHIPPING,"60,000",UMS,SIKKA,USAC,14-Jun-2017,OP,OP,,FXD ,6,2017,#REF!,WCI,WCI,2
DYNACOM,SCIROCCO,VITOL,"60,000",UMS,FUJ,KARACHI,14-Jun-2017,$,"220,000.0",BSS KARACHI,FXD,6,2017,#REF!,AG,WCI,2
